S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'51374.',b'12-Aug-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'PROVIDING AND FIXING OF D.I K-7 PIPELINE FROM JUBLEE PARK TO POLICE COLONY AT AURANGABAD (Second Call)/ Etender/Notice 03/2020-21 / 2020_DGPMU_577898_2',b'Maharashtra',b'2020_DGPMU_577898_2'
b'51375.',b'21-Aug-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'tender for medical gasses bed head panel in Neurology and Neuro surgery ward at GGSMCH Faridkot/ BFUHS/443/2020 / 2020_DMER_48252_1',b'Punjab',b'2020_DMER_48252_1'
b'51376.',b'31-Dec-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'Request for proposals MSWM Agencies for&amp;#x0d;\nSolid Waste Management Activities Work in&amp;#x0d;\nall wards of DMC/ 2603 / 2020_UAD_91848_1',b'Madhya Pradesh',b'2020_UAD_91848_1'
b'51377.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'MLA ADSMEENMUTTY ALAKODE BYPASS ROAD/ 03/AE/LSGD/EDVTY/2020 / 2020_LSGD_360735_1',b'Kerala',b'2020_LSGD_360735_1'
b'51378.',b'22-Jun-2020 12:00 AM',b'03-Jun-2020 11:00 AM',"b'VI /SI WORK AT PONNAMKANI,MATHAIKADA,JOSEKDA -2019-20-Constructing 1km HT line, installing 100kVA Transformer and conversion of 1km LT line under Electrical Section, Thookupalam./ PMU/ KTPNA/E Tender/06/2020-21/Dated 29.05.2020 / 2020_KSEB_361438_1'",b'Kerala',b'2020_KSEB_361438_1'
b'51379.',b'11-Jun-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'PURCHASE GOODS AT. GADAD  TA. NAVAPUR DIST. NANDURBAR/ GP/ Gadad / E-Tender / 2020_NANDU_581315_1',b'Maharashtra',b'2020_NANDU_581315_1'
b'51380.',b'02-Jul-2020 12:00 AM',b'03-Jun-2020 11:00 AM',b'02.IMPROVEMENTTO INTERNAL B.T. ROAD IN CHANDOLI VASAHAT (BABITA SHEVARE HOME TO SHIVAJI VHANKHANDE TO MUTTAPPA BENALE HOME) AT BAMNOLI TAL MIRAJ DIST SANGLI/ 03/2019-20 / 2020_SANGL_565632_4',b'Maharashtra',b'2020_SANGL_565632_4'
b'51351.',b'31-Jul-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Renewal Work Of Agra Fatehpur Sikari To Bodla Bichpuri Road Via Ladamda/ 582/10A DT. 30-04-2020 / 2020_CEAGR_478811_15',b'Uttar Pradesh',b'2020_CEAGR_478811_15'
b'51352.',b'27-Aug-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Purchase of counter moulding machine with only cold station for footwear fabrication/ 108-2/SK/2020 / 2020_DoTE_166311_1',b'Tamil Nadu',b'2020_DoTE_166311_1'
b'51353.',b'14-Dec-2020 12:00 AM',b'03-Jun-2020 11:40 AM',b'Construction of  knowledge centre at village Behal Block Behal Distt Bhiwani/ PR/BEHAL/Retender/Rs. 19.93 lacs / 2020_HRY_130516_1',b'Haryana',b'2020_HRY_130516_1'
b'51354.',b'11-Jun-2020 12:00 AM',b'03-Jun-2020 11:30 AM',b'CONSTRUCTION OF INTERNAL C C DRAIN AND RAPTA AT KHANAPUR TQ KARANJA DIST WASHIM 1 MANOHAR KADU TO NALA/ ZP/WASHIM/GP/KHANAPUR/6/2020 / 2020_WASHI_581369_1',b'Maharashtra',b'2020_WASHI_581369_1'
b'51355.',b'06-Sep-2020 12:00 AM',b'03-Jun-2020 11:20 AM',b'Tuniyahawa Bhitiyakala Road Km. 2 Ringh Mehakhora Link Raoad Under RIDF 25 Yojana/ 2076/4 E  NIVIDA BASTI VRITTA/20 DATE 19-05-2020 / 2020_CEGKP_478866_1',b'Uttar Pradesh',b'2020_CEGKP_478866_1'
b'51356.',b'11-Aug-2020 12:00 AM',b'03-Jun-2020 11:20 AM',b'Construction of  knowledge centre at village Kural Block Loharu Distt Bhiwani/ PR/kURAL /Retender/Rs. 19.93 lacs / 2020_HRY_130486_1',b'Haryana',b'2020_HRY_130486_1'
b'51357.',b'16-Dec-2020 12:00 AM',b'03-Jun-2020 11:10 AM',"b'Concrecting internal road Ward No.5 at Shignapur, Tal.Karveer, Dist.Kolhapur/ 1/2020-21 / 2020_KOLHA_581363_1'",b'Maharashtra',b'2020_KOLHA_581363_1'
b'51358.',b'26-Nov-2020 12:00 AM',b'03-Jun-2020 11:10 AM',"b'Concrecting internal road Ward No.1 at Shignapur, Tal.Karveer, Dist.Kolhapur/ 1/2020-21 / 2020_KOLHA_581363_2'",b'Maharashtra',b'2020_KOLHA_581363_2'
b'51359.',b'11-Jun-2020 12:00 AM',b'03-Jun-2020 11:10 AM',b'HARDOI BILHOUR MARG KE BAGAL NAGAR PALIKA PARISHAD BANGARMAU UNNAO ME MAITERIYAL RICOVERY FAISELITY (MRF) KA NIRMAN KARYA/ LTR 2245/14VA.VI./SBM/2020-21 DT02.06.20 / 2020_DOLBU_478859_3',b'Uttar Pradesh',b'2020_DOLBU_478859_3'
b'51360.',b'13-Nov-2020 12:00 AM',b'03-Jun-2020 11:05 AM',b'Construction work of Minor Bridge at Falen to Nagla Mev in Distt. Mathura/ 1894/14M-AC/2020 dated-17-04-2020 / 2020_CEAGR_478839_3',b'Uttar Pradesh',b'2020_CEAGR_478839_3'
b'51331.',b'07-Jul-2020 12:00 AM',b'03-Jun-2020 12:30 PM',b'Special Repair of Tajmahal  East Gate via Nagla Paima to Dhandhupura road in CC work/ 01Camp/15Mg Date 04-05-2020 / 2020_CEAGR_478842_14',b'Uttar Pradesh',b'2020_CEAGR_478842_14'
b'51332.',b'15-Oct-2020 12:00 AM',b'03-Jun-2020 12:30 PM',"b'Approval of Rates for Design, Engineering, Supply, installation, commissioning and testing of estimated capacity of 5 MW SPV Rooftop Power Plants  on the Punjab Govt. Buildings anywhere in Punjab as per DNIT/ PEDA/2020-2021/003 / 2020_PEDA_48258_1'",b'Punjab',b'2020_PEDA_48258_1'
b'51333.',b'29-Jul-2020 12:00 AM',b'03-Jun-2020 12:30 PM',b'Construction of New Building for PEW Unit at Sooramangalam Police Station instead of Jagir Ammapalayam in Salem City under Honorable Chief Minister Announcement./ SE/NC/DB/776/2020 / 2020_TNPHC_166321_1',b'Tamil Nadu',b'2020_TNPHC_166321_1'
b'51334.',b'19-Oct-2020 12:00 AM',b'03-Jun-2020 12:15 PM',"b'MLA SDF - RWSS to Pramadom - Replacing damaged 100 m.m AC pipe, main cum distribution line  to booster tank near Netaji HSS to Poonkavu - Chandanapally road/ 004/2020-21/EE/PH/PTA / 2020_KWA_361658_1'",b'Kerala',b'2020_KWA_361658_1'
b'51335.',b'24-Aug-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Providing and laying Concrete roads over existing internal damaged flexible pavements at IFP Old at Nabha/ PSIEC/NabhaOld/IID / 2020_IC_48253_1',b'Punjab',b'2020_IC_48253_1'
b'51336.',b'31-Jul-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Renewal Work Of Agra Fatehpur Sikari To Bodla Bichpuri Road Via Ladamda/ 582/10A DT. 30-04-2020 / 2020_CEAGR_478811_15',b'Uttar Pradesh',b'2020_CEAGR_478811_15'
b'51337.',b'07-Sep-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'SPECIAL REPAIR OF MADARIYA CHHAPIYA ROAD KM 5 TO NAGPUR TIKAIT ROAD/ 1416/A-2 Dated 23-05-2020 / 2020_CEGKP_478304_2',b'Uttar Pradesh',b'2020_CEGKP_478304_2'
b'51338.',b'18-Aug-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Renewal work/ 1640/55C-EV/2020 DATE 20-05-2020 / 2020_CEKNP_478614_1',b'Uttar Pradesh',b'2020_CEKNP_478614_1'
b'51339.',b'27-Aug-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Purchase of counter moulding machine with only cold station for footwear fabrication/ 108-2/SK/2020 / 2020_DoTE_166311_1',b'Tamil Nadu',b'2020_DoTE_166311_1'
b'51340.',b'27-Jul-2020 12:00 AM',b'03-Jun-2020 12:00 PM',b'Repair work of Sluice Gates of 05 nos. Tanks under Water Resources Division Khargone  District Khargone/ 420 / 2020_WRD_88071_2',b'Madhya Pradesh',b'2020_WRD_88071_2'
b'51321.',b'31-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Repair of Damaged/rusted stubs of various             66 KV Tower Lines under jurisdiction of CCM Division Amritsar./ 6/XEN/CCM/2020-21 / 2020_POWER_48264_1',b'Punjab',b'2020_POWER_48264_1'
b'51322.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/Laying 60mm thick interlocking tiles in street no. 10/5B Guru Gobind Singh Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_21',b'Punjab',b'2020_DLG_48181_21'
b'51323.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Construction of Gazebo in different parks of Kamla Nehru Colony/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_11',b'Punjab',b'2020_DLG_48181_11'
b'51324.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/laying 60mm thick interlocking tiles in Street No. 10/2 Paras Ram Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_36',b'Punjab',b'2020_DLG_48181_36'
b'51325.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Construction of metalled roads in Kartar Colony/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_5',b'Punjab',b'2020_DLG_48181_5'
b'51326.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',"b'P/laying interlocking tiles in Aggarwal Agency Street, Bhagle wali street and Sharma Toy Street/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_26'",b'Punjab',b'2020_DLG_48181_26'
b'51327.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 12:35 PM',b'SALE OF SUGAR/ 2020/06/03/NSRSUGAR/3 / 2020_Coop_48262_1',b'Punjab',b'2020_Coop_48262_1'
b'51328.',b'15-Oct-2020 12:00 AM',b'03-Jun-2020 12:30 PM',"b'Approval of Rates for Design, Engineering, Supply, installation, commissioning and testing of estimated capacity of 5 MW SPV Rooftop Power Plants  on the Punjab Govt. Buildings anywhere in Punjab as per DNIT/ PEDA/2020-2021/003 / 2020_PEDA_48258_1'",b'Punjab',b'2020_PEDA_48258_1'
b'51329.',b'17-Jul-2020 12:00 AM',b'03-Jun-2020 12:30 PM',b'ABK to Patharcoat (ODR) km-2 Sarangpur awadi portion CC and drainage work/ 01Camp/15Mg Date 04-05-2020 / 2020_CEAGR_478842_2',b'Uttar Pradesh',b'2020_CEAGR_478842_2'
b'51330.',b'29-Jul-2020 12:00 AM',b'03-Jun-2020 12:30 PM',b'Construction of New Building for PEW Unit at Sooramangalam Police Station instead of Jagir Ammapalayam in Salem City under Honorable Chief Minister Announcement./ SE/NC/DB/776/2020 / 2020_TNPHC_166321_1',b'Tamil Nadu',b'2020_TNPHC_166321_1'
b'51311.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Construction of metalled roads in Kartar Colony/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_5',b'Punjab',b'2020_DLG_48181_5'
b'51312.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',"b'P/Laying interlocking tiles in street No. 6/1,6/2,6/3, Amarpura Basti/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_31'",b'Punjab',b'2020_DLG_48181_31'
b'51313.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Ordinary Repair of link roads in the Jurisdiction of Meham Constituency (Road ID-1947 and 1963) (Group-21)/ Rohtak/ OR of L/R in Meham-21 / 2020_HBC_130505_1',b'Haryana',b'2020_HBC_130505_1'
b'51314.',b'19-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'REMAINING WORK OF CONSTRUCTION OF BAJARGALE PART 2/ GPR/E-TENDER/01/2020-2021 / 2020_RDPUN_581379_2',b'Maharashtra',b'2020_RDPUN_581379_2'
b'51315.',b'21-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/laying 60mm thick ISI interlocking tiles on street No. 10/A3 Power House Road and Street No. 15/2 of Preet Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_12',b'Punjab',b'2020_DLG_48181_12'
b'51316.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/Laying ISI marked interlocking tiles 60mm thick street no.10/20 Guru Gobind Singh Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_9',b'Punjab',b'2020_DLG_48181_9'
b'51317.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Construction of Gazebo in different parks of Kamla Nehru Colony/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_11',b'Punjab',b'2020_DLG_48181_11'
b'51318.',b'22-Aug-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Fabrication Erection/ 2020-21/1/FABRICATION / 2020_Coop_48197_1',b'Punjab',b'2020_Coop_48197_1'
b'51319.',b'31-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Repair of Damaged/rusted stubs of various             66 KV Tower Lines under jurisdiction of CCM Division Amritsar./ 6/XEN/CCM/2020-21 / 2020_POWER_48264_1',b'Punjab',b'2020_POWER_48264_1'
b'51320.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/Laying 60mm thick interlocking tiles in street no. 10/5B Guru Gobind Singh Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_21',b'Punjab',b'2020_DLG_48181_21'
b'51301.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Ordinary Repair of link roads in the Jurisdiction of Meham Constituency (Road ID-1947 and 1963) (Group-21)/ Rohtak/ OR of L/R in Meham-21 / 2020_HBC_130505_1',b'Haryana',b'2020_HBC_130505_1'
b'51302.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',"b'P/Laying interlocking tiles in street No. 6/1,6/2,6/3, Amarpura Basti/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_31'",b'Punjab',b'2020_DLG_48181_31'
b'51303.',b'23-Oct-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Rectification of damages in the drain in Pappanamkode Kottoor road km&amp;#x0d;\n0/00 to 3/00./ Rectification of damages in the drain in Pappanamk / 2020_PWD_361669_1',b'Kerala',b'2020_PWD_361669_1'
b'51304.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/Laying ISI marked interlocking tiles 60mm thick street no.10/20 Guru Gobind Singh Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_9',b'Punjab',b'2020_DLG_48181_9'
b'51305.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/Laying interlocking tiles in Heera Singh Supdt. Street and others streets near Chajju Singh Gurudawara Sahib/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_25',b'Punjab',b'2020_DLG_48181_25'
b'51306.',b'25-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Digging of pit for storage of rainy water at Wakf Board land near STP/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_45',b'Punjab',b'2020_DLG_48181_45'
b'51307.',b'16-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Repair of road gullies manholes and providing and fixing of sluice valve and other allied work thereto in Punjab and Haryana Civil Sectt Sector 1 Chandigarh/ PH8/2020/3374-83/37 / 2020_CHD_55269_2',b'Chandigarh UT',b'2020_CHD_55269_2'
b'51308.',b'21-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/laying 60mm thick ISI interlocking tiles on street No. 10/A3 Power House Road and Street No. 15/2 of Preet Nagar/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_12',b'Punjab',b'2020_DLG_48181_12'
b'51309.',b'19-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'REMAINING WORK OF CONSTRUCTION OF BAJARGALE PART 1/ GPR/E-TENDER/01/2020-2021 / 2020_RDPUN_581379_1',b'Maharashtra',b'2020_RDPUN_581379_1'
b'51310.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Supply of street light maintenance material/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_4',b'Punjab',b'2020_DLG_48181_4'
b'51291.',b'20-Oct-2020 12:00 AM',b'03-Jun-2020 01:30 PM',b'Supply of Hard ware fittings for the construction of 4 Nos 110kV feeder bays at 110kV Substation Vaikom/ TCP/e-tender 01/2020-21 dtd 03.06.2020 / 2020_KSEB_361381_1',b'Kerala',b'2020_KSEB_361381_1'
b'51292.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 01:20 PM',b'Strengthening Right side Bandh of Nasrala Choe by providing Boulder stone Revetment Upstream Dhobi Ghat causeway to save the Hoshiarpur city from furry of floods in Distt Hoshiarpur./ Tender Notice 638 / 2020_WR_47280_3',b'Punjab',b'2020_WR_47280_3'
b'51293.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 01:15 PM',b'Extending Left side Bandh of Rajni Devi Choe and providing protection by constructing boulder stone revetment and studs to save Calturable land and abadies of village Parsowal in Distt Hoshiarpur/ Tender Notice No.638 / 2020_WR_47267_5',b'Punjab',b'2020_WR_47267_5'
b'51294.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 01:10 PM',"b'Repairing damaged bandhs of Kishanpur Choe by removing Silt debries and vegetative material etc. from the bed of Choe in Tehsil Balachaur, Distt. Shaheed Bhagat Singh Nagar/ Tender Notice No.638 / 2020_WR_47284_3'",b'Punjab',b'2020_WR_47284_3'
b'51295.',b'11-Nov-2020 12:00 AM',b'03-Jun-2020 01:10 PM',b'Providing aand installing tubewell at water supply scheme Khatigarh Block Talwara Distt Hoshiarpur/ 4964-5024 / 2020_WB_48266_1',b'Punjab',b'2020_WB_48266_1'
b'51296.',b'21-Dec-2020 12:00 AM',b'03-Jun-2020 01:10 PM',"b'Design and construction of 15 MLD capacity Main Pumping Station (MPS), 10 MLD capacity Sewage Treatment Plant (STP) based on SBR technology and 5 MLD capacity tertiary treatment plant (TTP) at Aerocity, S.A.S.Nagar/ GMADA/DE (PH-1)/2020/294-304 dated 02.06.2020 / 2020_DHUD_48239_1'",b'Punjab',b'2020_DHUD_48239_1'
b'51297.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Ordinary Repair of link roads in the Jurisdiction of Meham Constituency (Road ID-1947 and 1963) (Group-21)/ Rohtak/ OR of L/R in Meham-21 / 2020_HBC_130505_1',b'Haryana',b'2020_HBC_130505_1'
b'51298.',b'23-Jun-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Construction toilet block in park ITI Chowk/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_15',b'Punjab',b'2020_DLG_48181_15'
b'51299.',b'31-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'Repair of Damaged/rusted stubs of various             66 KV Tower Lines under jurisdiction of CCM Division Amritsar./ 6/XEN/CCM/2020-21 / 2020_POWER_48264_1',b'Punjab',b'2020_POWER_48264_1'
b'51300.',b'14-Jul-2020 12:00 AM',b'03-Jun-2020 01:00 PM',b'P/laying interlocking tiles in various Streets of ward no 31/ E-tender No MCB/2020-21/003 / 2020_DLG_48181_41',b'Punjab',b'2020_DLG_48181_41'
b'51281.',b'24-Jul-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'PRINTING AND SUPPLY OF DATA SHEET FOR ANIMAL REGISTRATION IN INAPH/ PBGSBS/NIT-02/DS/NADCP/20-21 / 2020_ARD_283946_1',b'West Bengal',b'2020_ARD_283946_1'
b'51282.',b'01-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',"b'Removal and Disposal of malwa indise the backlane gallery of residential and non residential buildings of new colony, Harduaganj Thermal Power Plant, Kasimpur, Aligarh, Uttar Pradesh/ ET 06/ECMC/ECMD-I/HTPS/2020-21 / 2020_RVUNL_478937_1'",b'Uttar Pradesh',b'2020_RVUNL_478937_1'
b'51283.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'Ordinary Repair of link roads in the Jurisdiction of Meham Constituency (Road ID-1988) (Group-25)/ Rohtak/ OR of L/R in Meham-25 / 2020_HBC_130511_1',b'Haryana',b'2020_HBC_130511_1'
b'51284.',b'02-Jul-2020 12:00 AM',b'03-Jun-2020 01:50 PM',b'Various Rural Annual Maintenance of water supply schemes Repair of Pumping Machinery of existing 16 Nos tubewells and all other works contingent there thereto for One Year/ SE MEMO NO. 4213 DATED 17.04.2020 / 2020_HRY_130545_1',b'Haryana',b'2020_HRY_130545_1'
b'51285.',b'02-Jul-2020 12:00 AM',b'03-Jun-2020 01:50 PM',b'Various Rural Annual Maintenance of water supply schemes Repair of Pumping Machinery of existing 20 Nos tubewells and all other works contingent there thereto for One Year/ SE MEMO NO. 4233 DATED 17.04.2020 / 2020_HRY_130550_1',b'Haryana',b'2020_HRY_130550_1'
b'51286.',b'09-Jun-2020 12:00 AM',b'03-Jun-2020 01:35 PM',b'R.O Water Plant At Kalamdare Tal Chandwad Dist Nashik/ Kalamdare_01/2020-2021 / 2020_NASHI_581403_1',b'Maharashtra',b'2020_NASHI_581403_1'
b'51287.',b'20-Oct-2020 12:00 AM',b'03-Jun-2020 01:30 PM',b'Supply of Hard ware fittings for the construction of 4 Nos 110kV feeder bays at 110kV Substation Vaikom/ TCP/e-tender 01/2020-21 dtd 03.06.2020 / 2020_KSEB_361381_1',b'Kerala',b'2020_KSEB_361381_1'
b'51288.',b'15-Jun-2020 12:00 AM',b'03-Jun-2020 01:30 PM',"b'PROVIDING SQUARE TYPE LED FITTING DUE TO FALL CEILING IN GIRLS COMMON ROOM GROUND FLOOR AND LIBRARY STACKING AREA, READING ROOM, LIBRARIAN ROOM IN PGGC, SECTOR 46, CHANDIGARH./ E1/M-15 / 2020_CHD_55375_1'",b'Chandigarh UT',b'2020_CHD_55375_1'
b'51289.',b'09-Oct-2020 12:00 AM',b'03-Jun-2020 01:30 PM',"b'NOTICE INVITING EXPRESSION OF INTEREST FOR ARCHITECTS / ENGINEER / PROJECT MANGEMENT CONSULTANTS (PMC) FOR WORK OF ESTABLISHMENT OF MODERN HYGENIC WHOLESALE CUM RETAIL FISH MARKET UNDER NILKRATI 2020SCHEME AT NWCMC,NANDED/ NWCMC/PWD/EOI/1234/02/06/2020 / 2020_NWCMC_581397_1'",b'Maharashtra',b'2020_NWCMC_581397_1'
b'51290.',b'01-Jul-2020 12:00 AM',b'03-Jun-2020 01:30 PM',b'Restoring water carrying capacity of Halluwal Kaharpur Choe for smooth of flood water for the protection of abadies and C Land of village Halluwal in Distt. Hoshiarpur/ Tender Notice No.638 / 2020_WR_47286_3',b'Punjab',b'2020_WR_47286_3'
b'51271.',b'08-Jul-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'House to House Solid Waste Collection/ 2020-21/SWC / 2020_DMA_581248_1',b'Maharashtra',b'2020_DMA_581248_1'
b'51272.',b'26-Aug-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'EW DR WEARING COAT DEEPENING/ 4/AEE/LSGD/UZVR/20-21 / 2020_LSGD_361670_1',b'Kerala',b'2020_LSGD_361670_1'
b'51273.',b'28-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'Budget Work 2018-19 Improvements to  M C Road 78th mile M C Road to 2nd mile T K road by providing BM and BC from km 0/000 to 3/060/ PWD/2019-2020/10788/SOUTHCIR / 2020_PWD_345619_5',b'Kerala',b'2020_PWD_345619_5'
b'51274.',b'24-Dec-2020 12:00 AM',b'03-Jun-2020 02:00 PM',"b'Annual maintenance for Routine/Preventive/Breakdown of&amp;#x0d;\nsoot blower along with 0.4 KV Soot blower modules, Limit&amp;#x0d;\nSwitch, Soot Blower motors and its control cable and power&amp;#x0d;\ncable of unit 5,6 of 2x250MW, PTEP, Parichha/ T4/OMCIII/CIMDI/2X250MW/20-21 / 2020_RVUNL_478897_1'",b'Uttar Pradesh',b'2020_RVUNL_478897_1'
b'51275.',b'24-Jul-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'PRINTING AND SUPPLY OF DATA SHEET FOR ANIMAL REGISTRATION IN INAPH/ PBGSBS/NIT-02/DS/NADCP/20-21 / 2020_ARD_283946_1',b'West Bengal',b'2020_ARD_283946_1'
b'51276.',b'15-Jun-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'CONSTRUCTION OF STBT TO RITE VASTI ROAD AT SURAVADI TAL PHALTAN/ GP 01/2020-21 / 2020_SATAR_581394_1',b'Maharashtra',b'2020_SATAR_581394_1'
b'51277.',b'24-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'C O ROFD 5/7 mtr Wide road R/wall B/Wall soling wearing tarring drain parapets logo sin board and Km Stone etcUnder Nabard RIDFXXV/ Construction of link road including one No. Bridge / 2020_PWD_37788_1',b'Himachal Pradesh',b'2020_PWD_37788_1'
b'51278.',b'27-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',"b'Hiring of JCB Tractor Trolley along with labour for period of 2 Months in Ward No.-31 under Jurisdictionally area of Executive Engineer -V,MCG, Gurugram/ EE-V/MCG/2020/15231 Dt.03.06.2020 / 2020_HRY_130510_1'",b'Haryana',b'2020_HRY_130510_1'
b'51279.',b'20-Nov-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'HIRING OF VEHICLES FULLY LOADED MAHINDRA TUV 300/ Mahindra Scorpio/Bolero /PICKUP LOADING VAHAN NEW Models FOR THE FINANCIAL YEAR 2020-21 IN MUNICIPAL COUNCIL DHAR/ 2587 / 2020_UAD_91899_1',b'Madhya Pradesh',b'2020_UAD_91899_1'
b'51280.',b'23-Jul-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'Ordinary Repair of link roads in the Jurisdiction of Meham Constituency (Road ID-1988) (Group-25)/ Rohtak/ OR of L/R in Meham-25 / 2020_HBC_130511_1',b'Haryana',b'2020_HBC_130511_1'
b'51261.',b'05-Jun-2020 12:00 AM',b'03-Jun-2020 02:15 PM',b'Sale of Sugar of Batala Sugar Mills 5000 Qtls/ BCSM/SUGAR/2020-21/39 / 2020_Coop_48276_1',b'Punjab',b'2020_Coop_48276_1'
b'51262.',b'24-Sep-2020 12:00 AM',b'03-Jun-2020 02:15 PM',b'For Preventing Measures of Covid19 Disease Purchasing Essential Materials for ZP Medicine Store/ ZPS/HEALTH/CMS/04/2020-21 / 2020_SOLAP_579021_2',b'Maharashtra',b'2020_SOLAP_579021_2'
b'51263.',b'24-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',b'C O ROFD 5/7 mtr Wide road R/wall B/Wall soling wearing tarring drain parapets logo sin board and Km Stone etcUnder Nabard RIDFXXV/ Construction of link road including one No. Bridge / 2020_PWD_37788_1',b'Himachal Pradesh',b'2020_PWD_37788_1'
b'51264.',b'01-Oct-2020 12:00 AM',b'03-Jun-2020 02:00 PM',"b'Removal and Disposal of malwa indise the backlane gallery of residential and non residential buildings of new colony, Harduaganj Thermal Power Plant, Kasimpur, Aligarh, Uttar Pradesh/ ET 06/ECMC/ECMD-I/HTPS/2020-21 / 2020_RVUNL_478937_1'",b'Uttar Pradesh',b'2020_RVUNL_478937_1'
